block,party,rank,name,yomi,lastname,firstname,last_kana,first_kana,age,recommended,status,previous,dup_dist,win_smd,win_pr,loss_ratio
北関東ブロック,自由民主党,32,百武 公親,ひゃくたけ きみちか,百武,公親,ひゃくたけ,きみちか,55,NA,新,0,比例単独,0,1,NA
北関東ブロック,自由民主党,33,神田 裕,かんだ ゆたか,神田,裕,かんだ,ゆたか,59,NA,新,0,比例単独,0,1,NA
北関東ブロック,自由民主党,34,山脇 孝雄,やまわき たかお,山脇,孝雄,やまわき,たかお,60,NA,新,0,比例単独,0,0,NA
北関東ブロック,自由民主党,35,笹尾 憲司,ささお けんじ,笹尾,憲司,ささお,けんじ,68,NA,新,0,比例単独,0,0,NA
北関東ブロック,日本共産党,1,塩川 鉄也,しおかわ てつや,塩川,鉄也,しおかわ,てつや,55,NA,前,6,比例単独,0,1,NA
北関東ブロック,日本共産党,2,梅村 早江子,うめむら さえこ,梅村,早江子,うめむら,さえこ,53,NA,前,1,埼玉15区,0,0,41.063
北関東ブロック,日本共産党,3,大内 久美子,おおうち くみこ,大内,久美子,おおうち,くみこ,68,NA,新,0,茨城1区,0,0,21.842
北関東ブロック,日本共産党,4,店橋 世津子,たなはし せつこ,店橋,世津子,たなはし,せつこ,56,NA,新,0,群馬1区,0,0,27.868
北関東ブロック,日本共産党,5,小池 一徳,こいけ かずのり,小池,一徳,こいけ,かずのり,56,NA,新,0,比例単独,0,0,NA
南関東ブロック,社会民主党,1,佐々木 克己,ささき かつみ,佐々木,克己,ささき,かつみ,62,NA,新,0,神奈川15区,0,0,23.954
南関東ブロック,社会民主党,1,皆川 真一郎,みながわ しんいちろう,皆川,真一郎,みながわ,しんいちろう,63,NA,新,0,千葉12区,0,0,8.921
南関東ブロック,立憲民主党,1,樋口 博康,ひぐち ひろやす,樋口,博康,ひぐち,ひろやす,58,NA,新,0,千葉2区,0,0,49.589
南関東ブロック,立憲民主党,1,岡島 一正,おかじま かずまさ,岡島,一正,おかじま,かずまさ,59,NA,元,2,千葉3区,0,1,60.867
南関東ブロック,立憲民主党,1,山田 厚史,やまだ あつし,山田,厚史,やまだ,あつし,69,NA,新,0,千葉5区,0,0,58.615
南関東ブロック,立憲民主党,1,生方 幸夫,うぶかた ゆきお,生方,幸夫,うぶかた,ゆきお,69,NA,元,5,千葉6区,0,1,85.532
南関東ブロック,立憲民主党,1,石塚 貞通,いしづか さだみち,石塚,貞通,いしづか,さだみち,50,NA,新,0,千葉7区,0,0,44.738
南関東ブロック,立憲民主党,1,宮川 伸,みやかわ しん,宮川,伸,みやかわ,しん,47,NA,新,0,千葉13区,0,1,61.7
南関東ブロック,立憲民主党,1,篠原 豪,しのはら ごう,篠原,豪,しのはら,ごう,42,NA,前,1,神奈川1区,0,1,75.695
南関東ブロック,立憲民主党,1,高橋 野枝,たかはし のえ,高橋,野枝,たかはし,のえ,43,NA,新,0,神奈川2区,0,0,38.298
南関東ブロック,立憲民主党,1,早稲田 夕季,わせだ ゆき,早稲田,夕季,わせだ,ゆき,58,NA,新,0,神奈川4区,1,0,NA
南関東ブロック,立憲民主党,1,青柳 陽一郎,あおやぎ よういちろう,青柳,陽一郎,あおやぎ,よういちろう,48,NA,前,2,神奈川6区,1,0,NA
南関東ブロック,立憲民主党,1,中谷 一馬,なかたに かずま,中谷,一馬,なかたに,かずま,34,NA,新,0,神奈川7区,0,1,84.993
南関東ブロック,立憲民主党,1,阿部 知子,あべ ともこ,阿部,知子,あべ,ともこ,69,NA,前,6,神奈川12区,1,0,NA
南関東ブロック,立憲民主党,1,小林 弘幸,こばやし ひろゆき,小林,弘幸,こばやし,ひろゆき,45,NA,新,0,山梨2区,0,0,32.161
南関東ブロック,日本維新の会,1,長谷川 豊,はせがわ ゆたか,長谷川,豊,はせがわ,ゆたか,42,NA,新,0,千葉1区,0,0,18.124
南関東ブロック,日本維新の会,1,藤巻 健太,ふじまき けんた,藤巻,健太,ふじまき,けんた,34,NA,新,0,千葉2区,0,0,13.66
南関東ブロック,日本維新の会,1,佐藤 浩,さとう ひろし,佐藤,浩,さとう,ひろし,52,NA,新,0,千葉4区,0,0,9.238
南関東ブロック,日本維新の会,1,星 健太郎,ほし けんたろう,星,健太郎,ほし,けんたろう,37,NA,新,0,千葉6区,0,0,13.292
南関東ブロック,日本維新の会,1,串田 誠一,くしだ せいいち,串田,誠一,くしだ,せいいち,59,NA,新,0,神奈川6区,0,1,28.304
南関東ブロック,自由民主党,1,宮川 典子,みやがわ のりこ,宮川,典子,みやがわ,のりこ,38,NA,前,2,比例単独,0,1,NA
南関東ブロック,自由民主党,2,門山 宏哲,かどやま ひろあき,門山,宏哲,かどやま,ひろあき,53,公明,前,2,千葉1区,1,0,NA
南関東ブロック,自由民主党,2,小林 鷹之,こばやし たかゆき,小林,鷹之,こばやし,たかゆき,42,公明,前,2,千葉2区,1,0,NA
南関東ブロック,自由民主党,2,松野 博一,まつの ひろかず,松野,博一,まつの,ひろかず,55,公明,前,6,千葉3区,1,0,NA
南関東ブロック,自由民主党,2,木村 哲也,きむら てつや,木村,哲也,きむら,てつや,48,公明,新,0,千葉4区,0,1,47.169
南関東ブロック,自由民主党,2,薗浦 健太郎,そのうら けんたろう,薗浦,健太郎,そのうら,けんたろう,45,公明,前,3,千葉5区,1,0,NA
南関東ブロック,自由民主党,2,渡辺 博道,わたなべ ひろみち,渡辺,博道,わたなべ,ひろみち,67,公明,前,6,千葉6区,1,0,NA
南関東ブロック,自由民主党,2,斎藤 健,さいとう けん,斎藤,健,さいとう,けん,58,公明,前,3,千葉7区,1,0,NA
南関東ブロック,自由民主党,2,桜田 義孝,さくらだ よしたか,桜田,義孝,さくらだ,よしたか,67,公明,前,6,千葉8区,1,0,NA
南関東ブロック,自由民主党,2,秋本 真利,あきもと まさとし,秋本,真利,あきもと,まさとし,42,公明,前,2,千葉9区,1,0,NA
南関東ブロック,自由民主党,2,林 幹雄,はやし もとお,林,幹雄,はやし,もとお,70,公明,前,8,千葉10区,1,0,NA
南関東ブロック,自由民主党,2,森 英介,もり えいすけ,森,英介,もり,えいすけ,69,公明,前,9,千葉11区,1,0,NA
南関東ブロック,自由民主党,2,浜田 靖一,はまだ やすかず,浜田,靖一,はまだ,やすかず,62,公明,前,8,千葉12区,1,0,NA
南関東ブロック,自由民主党,2,白須賀 貴樹,しらすか たかき,白須賀,貴樹,しらすか,たかき,42,公明,前,2,千葉13区,1,0,NA
南関東ブロック,自由民主党,2,松本 純,まつもと じゅん,松本,純,まつもと,じゅん,67,公明,前,6,神奈川1区,1,0,NA
南関東ブロック,自由民主党,2,菅 義偉,すが よしひで,菅,義偉,すが,よしひで,68,公明,前,7,神奈川2区,1,0,NA
南関東ブロック,自由民主党,2,小此木 八郎,おこのぎ はちろう,小此木,八郎,おこのぎ,はちろう,52,公明,前,7,神奈川3区,1,0,NA
南関東ブロック,自由民主党,2,山本 朋広,やまもと ともひろ,山本,朋広,やまもと,ともひろ,42,公明,前,3,神奈川4区,0,1,83.109
南関東ブロック,自由民主党,2,坂井 学,さかい まなぶ,坂井,学,さかい,まなぶ,52,公明,前,3,神奈川5区,1,0,NA
南関東ブロック,自由民主党,2,鈴木 馨祐,すずき けいすけ,鈴木,馨祐,すずき,けいすけ,40,公明,前,3,神奈川7区,1,0,NA
南関東ブロック,自由民主党,2,三谷 英弘,みたに ひでひろ,三谷,英弘,みたに,ひでひろ,41,公明,元,1,神奈川8区,0,1,62.138
南関東ブロック,自由民主党,2,中山 展宏,なかやま のりひろ,中山,展宏,なかやま,のりひろ,49,公明,前,2,神奈川9区,0,1,97.639
南関東ブロック,自由民主党,2,田中 和徳,たなか かずのり,田中,和徳,たなか,かずのり,68,公明,前,7,神奈川10区,1,0,NA
南関東ブロック,自由民主党,2,星野 剛士,ほしの つよし,星野,剛士,ほしの,つよし,54,公明,前,2,神奈川12区,0,1,96.965
南関東ブロック,自由民主党,2,甘利 明,あまり あきら,甘利,明,あまり,あきら,68,公明,前,11,神奈川13区,1,0,NA
南関東ブロック,自由民主党,2,赤間 二郎,あかま じろう,赤間,二郎,あかま,じろう,49,公明,前,3,神奈川14区,1,0,NA
南関東ブロック,自由民主党,2,河野 太郎,こうの たろう,河野,太郎,こうの,たろう,54,公明,前,7,神奈川15区,1,0,NA
南関東ブロック,自由民主党,2,義家 弘介,よしいえ ひろゆき,義家,弘介,よしいえ,ひろゆき,46,公明,前,2,神奈川16区,1,0,NA
南関東ブロック,自由民主党,2,牧島 かれん,まきしま かれん,牧島,かれん,まきしま,かれん,40,公明,前,2,神奈川17区,1,0,NA
南関東ブロック,自由民主党,2,山際 大志郎,やまぎわ だいしろう,山際,大志郎,やまぎわ,だいしろう,49,公明,前,4,神奈川18区,1,0,NA
南関東ブロック,自由民主党,2,中谷 真一,なかたに しんいち,中谷,真一,なかたに,しんいち,41,公明,前,2,山梨1区,0,1,98.943
南関東ブロック,自由民主党,32,上野 宏史,うえの ひろし,上野,宏史,うえの,ひろし,46,NA,元,1,比例単独,0,1,NA
南関東ブロック,自由民主党,33,出畑 実,でばた みのる,出畑,実,でばた,みのる,67,NA,新,0,比例単独,0,0,NA
南関東ブロック,自由民主党,34,外川 正明,とがわ まさあき,外川,正明,とがわ,まさあき,62,NA,新,0,比例単独,0,0,NA
南関東ブロック,自由民主党,35,小幡 和弘,おばた かずひろ,小幡,和弘,おばた,かずひろ,59,NA,新,0,比例単独,0,0,NA
南関東ブロック,幸福実現党,1,神武 桜子,じんむ さくらこ,神武,桜子,じんむ,さくらこ,31,NA,新,0,比例単独,0,0,NA
南関東ブロック,幸福実現党,2,古川 裕三,ふるかわ ゆうぞう,古川,裕三,ふるかわ,ゆうぞう,35,NA,新,0,比例単独,0,0,NA
南関東ブロック,幸福実現党,3,長村 康博,おさむら やすひろ,長村,康博,おさむら,やすひろ,55,NA,新,0,比例単独,0,0,NA
南関東ブロック,幸福実現党,4,高橋 彰,たかはし あきら,高橋,彰,たかはし,あきら,74,NA,新,0,比例単独,0,0,NA
南関東ブロック,幸福実現党,5,与国 秀行,よくに ひでゆき,与国,秀行,よくに,ひでゆき,41,NA,新,0,比例単独,0,0,NA
南関東ブロック,希望の党,1,田嶋 要,たじま かなめ,田嶋,要,たじま,かなめ,56,NA,前,5,千葉1区,0,1,98.361
南関東ブロック,希望の党,1,竹ケ原 裕美子,たけがはら ゆみこ,竹ケ原,裕美子,たけがはら,ゆみこ,46,NA,新,0,千葉2区,0,0,26.502
南関東ブロック,希望の党,1,櫛渕 万里,くしぶち まり,櫛渕,万里,くしぶち,まり,50,NA,元,1,千葉3区,0,0,26.868
南関東ブロック,希望の党,1,岡野 純子,おかの じゅんこ,岡野,純子,おかの,じゅんこ,39,NA,新,0,千葉5区,0,0,37.386
南関東ブロック,希望の党,1,遠藤 宣彦,えんどう のぶひこ,遠藤,宣彦,えんどう,のぶひこ,54,NA,元,1,千葉6区,0,0,31.053
南関東ブロック,希望の党,1,波多野 里奈,はたの りな,波多野,里奈,はたの,りな,44,NA,新,0,千葉7区,0,0,25.668
南関東ブロック,希望の党,1,太田 和美,おおた かずみ,太田,和美,おおた,かずみ,38,NA,前,3,千葉8区,0,0,71.385
南関東ブロック,希望の党,1,奥野 総一郎,おくの そういちろう,奥野,総一郎,おくの,そういちろう,53,NA,前,3,千葉9区,0,1,82.807
南関東ブロック,希望の党,1,谷田川 元,やたがわ はじめ,谷田川,元,やたがわ,はじめ,54,NA,元,1,千葉10区,0,0,73.82
南関東ブロック,希望の党,1,多ケ谷 亮,たがや りょう,多ケ谷,亮,たがや,りょう,48,NA,新,0,千葉11区,0,0,43.634
南関東ブロック,希望の党,1,樋高 剛,ひだか たけし,樋高,剛,ひだか,たけし,51,NA,元,3,千葉12区,0,0,30.456
南関東ブロック,希望の党,1,水野 智彦,みずの ともひこ,水野,智彦,みずの,ともひこ,61,NA,元,1,千葉13区,0,0,34.257
南関東ブロック,希望の党,1,長島 一由,ながしま かずよし,長島,一由,ながしま,かずよし,50,NA,元,1,神奈川1区,0,0,33.407
南関東ブロック,希望の党,1,橋本 久美,はしもと くみ,橋本,久美,はしもと,くみ,48,NA,新,0,神奈川2区,0,0,23.239
南関東ブロック,希望の党,1,勝又 恒一郎,かつまた こういちろう,勝又,恒一郎,かつまた,こういちろう,54,NA,元,1,神奈川3区,0,0,45.754
南関東ブロック,希望の党,1,風間 法子,かざま のりこ,風間,法子,かざま,のりこ,47,NA,新,0,神奈川4区,0,0,27.779
南関東ブロック,希望の党,1,吉岡 憲史,よしおか けんじ,吉岡,憲史,よしおか,けんじ,39,NA,新,0,神奈川5区,0,0,55.872
南関東ブロック,希望の党,1,川野 案,かわの あん,川野,案,かわの,あん,35,維新,新,0,神奈川7区,0,0,27.762
南関東ブロック,希望の党,1,笠 浩史,りゅう ひろふみ,笠,浩史,りゅう,ひろふみ,52,NA,前,5,神奈川9区,1,0,NA
南関東ブロック,希望の党,1,市川 佳子,いちかわ よしこ,市川,佳子,いちかわ,よしこ,53,NA,新,0,神奈川10区,0,0,51.002
南関東ブロック,希望の党,1,真白 リョウ,ましろ りょう,真白,リョウ,ましろ,りょう,41,NA,新,0,神奈川11区,0,0,12.007
南関東ブロック,希望の党,1,原 輝雄,はら てるお,原,輝雄,はら,てるお,43,NA,新,0,神奈川12区,0,0,34.491
南関東ブロック,希望の党,1,太 栄志,ふとり ひでし,太,栄志,ふとり,ひでし,40,NA,新,0,神奈川13区,0,0,49.349
南関東ブロック,希望の党,1,本村 賢太郎,もとむら けんたろう,本村,賢太郎,もとむら,けんたろう,47,NA,前,2,神奈川14区,0,1,89.047
南関東ブロック,希望の党,1,乃木 涼介,のぎ りょうすけ,乃木,涼介,のぎ,りょうすけ,53,NA,新,0,神奈川15区,0,0,23.903
南関東ブロック,希望の党,1,後藤 祐一,ごとう ゆういち,後藤,祐一,ごとう,ゆういち,48,NA,前,3,神奈川16区,0,1,86.987
南関東ブロック,希望の党,1,神山 洋介,かみやま ようすけ,神山,洋介,かみやま,ようすけ,42,NA,前,2,神奈川17区,0,0,71.286
南関東ブロック,希望の党,1,三村 和也,みむら かずや,三村,和也,みむら,かずや,42,NA,元,1,神奈川18区,0,0,59.358
南関東ブロック,希望の党,1,井桁 亮,いげた まこと,井桁,亮,いげた,まこと,48,NA,新,0,山梨2区,0,0,13.779
南関東ブロック,希望の党,30,石川 藍,いしかわ あい,石川,藍,いしかわ,あい,36,NA,新,0,比例単独,0,0,NA
南関東ブロック,希望の党,31,内山 正樹,うちやま まさき,内山,正樹,うちやま,まさき,49,NA,新,0,比例単独,0,0,NA
南関東ブロック,希望の党,32,秋山 岳久,あきやま たけひさ,秋山,岳久,あきやま,たけひさ,54,NA,新,0,比例単独,0,0,NA
南関東ブロック,公明党,1,富田 茂之,とみた しげゆき,富田,茂之,とみた,しげゆき,64,NA,前,7,比例単独,0,1,NA
南関東ブロック,公明党,2,古屋 範子,ふるや のりこ,古屋,範子,ふるや,のりこ,61,NA,前,5,比例単独,0,1,NA
南関東ブロック,公明党,3,角田 秀穂,つのだ ひでお,角田,秀穂,つのだ,ひでお,56,NA,前,1,比例単独,0,0,NA
南関東ブロック,公明党,4,布施 正行,ふせ まさゆき,布施,正行,ふせ,まさゆき,40,NA,新,0,比例単独,0,0,NA
南関東ブロック,公明党,5,井川 泰雄,いかわ やすお,井川,泰雄,いかわ,やすお,43,NA,新,0,比例単独,0,0,NA
南関東ブロック,日本共産党,1,志位 和夫,しい かずお,志位,和夫,しい,かずお,63,NA,前,8,比例単独,0,1,NA
南関東ブロック,日本共産党,2,畑野 君枝,はたの きみえ,畑野,君枝,はたの,きみえ,60,NA,前,1,神奈川10区,0,1,43.316
南関東ブロック,日本共産党,3,斉藤 和子,さいとう かずこ,斉藤,和子,さいとう,かずこ,43,NA,前,1,千葉13区,0,0,22.216
南関東ブロック,日本共産党,4,岡崎 裕,おかざき ゆたか,岡崎,裕,おかざき,ゆたか,39,NA,新,0,神奈川13区,0,0,28.791
南関東ブロック,日本共産党,5,大西 航,おおにし わたる,大西,航,おおにし,わたる,36,NA,新,0,千葉12区,0,0,18.473
南関東ブロック,日本共産党,5,宮内 現,みやうち げん,宮内,現,みやうち,げん,35,NA,新,0,山梨1区,0,0,19.923
南関東ブロック,日本共産党,5,若林 靖久,わかばやし やすひさ,若林,靖久,わかばやし,やすひさ,32,NA,新,0,神奈川18区,0,0,36.17
南関東ブロック,日本共産党,8,今村 あゆみ,いまむら あゆみ,今村,あゆみ,いまむら,あゆみ,52,NA,新,0,比例単独,0,0,NA
東京ブロック,日本共産党,1,笠井 亮,かさい あきら,笠井,亮,かさい,あきら,65,NA,前,4,比例単独,0,1,NA
東京ブロック,日本共産党,2,宮本 徹,みやもと とおる,宮本,徹,みやもと,とおる,45,NA,前,1,東京20区,0,1,53.619
東京ブロック,日本共産党,3,池内 沙織,いけうち さおり,池内,沙織,いけうち,さおり,35,NA,前,1,東京12区,0,0,74.197
東京ブロック,日本共産党,4,谷川 智行,たにがわ ともゆき,谷川,智行,たにがわ,ともゆき,46,NA,新,0,比例単独,0,0,NA
東京ブロック,日本共産党,5,原 純子,はら じゅんこ,原,純子,はら,じゅんこ,53,NA,新,0,東京9区,0,0,46.973
東京ブロック,日本共産党,6,飯田 美弥子,いいだ みやこ,飯田,美弥子,いいだ,みやこ,57,NA,新,0,東京24区,0,0,19.904
東京ブロック,日本共産党,7,坂井 和歌子,さかい わかこ,坂井,和歌子,さかい,わかこ,40,NA,新,0,比例単独,0,0,NA
東京ブロック,日本共産党,8,冨田 直樹,とみた なおき,冨田,直樹,とみた,なおき,41,NA,新,0,比例単独,0,0,NA
東京ブロック,日本共産党,9,石沢 憲之,いしざわ のりゆき,石沢,憲之,いしざわ,のりゆき,30,NA,新,0,比例単独,0,0,NA
東京ブロック,日本共産党,10,岸 武志,きし たけし,岸,武志,きし,たけし,46,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,1,松沢 香,まつざわ かおる,松沢,香,まつざわ,かおる,39,NA,新,0,東京1区,0,0,41.946
東京ブロック,希望の党,1,鳩山 太郎,はとやま たろう,鳩山,太郎,はとやま,たろう,43,NA,新,0,東京2区,0,0,37.13
東京ブロック,希望の党,1,松原 仁,まつばら じん,松原,仁,まつばら,じん,61,NA,前,6,東京3区,0,1,87.625
東京ブロック,希望の党,1,難波 美智代,なんば みちよ,難波,美智代,なんば,みちよ,43,NA,新,0,東京4区,0,0,30.677
東京ブロック,希望の党,1,福田 峰之,ふくだ みねゆき,福田,峰之,ふくだ,みねゆき,53,NA,前,3,東京5区,0,0,45.143
東京ブロック,希望の党,1,植松 恵美子,うえまつ えみこ,植松,恵美子,うえまつ,えみこ,49,NA,新,0,東京6区,0,0,42.691
東京ブロック,希望の党,1,荒木 章博,あらき あきひろ,荒木,章博,あらき,あきひろ,64,NA,新,0,東京7区,0,0,21.799
東京ブロック,希望の党,1,木内 孝胤,きうち たかたね,木内,孝胤,きうち,たかたね,51,NA,前,2,東京8区,0,0,41.231
東京ブロック,希望の党,1,高松 智之,たかまつ さとし,高松,智之,たかまつ,さとし,43,NA,新,0,東京9区,0,0,52.937
東京ブロック,希望の党,1,若狭 勝,わかさ まさる,若狭,勝,わかさ,まさる,60,NA,前,2,東京10区,0,0,63.524
東京ブロック,希望の党,1,宍戸 千絵,ししど ちえ,宍戸,千絵,ししど,ちえ,39,NA,新,0,東京11区,0,0,40.786
東京ブロック,希望の党,1,矢作 麻子,やはぎ あさこ,矢作,麻子,やはぎ,あさこ,39,NA,新,0,東京14区,0,0,60.722
東京ブロック,希望の党,1,柿沢 未途,かきざわ みと,柿沢,未途,かきざわ,みと,46,NA,前,3,東京15区,0,1,69.522
東京ブロック,希望の党,1,田村 謙治,たむら けんじ,田村,謙治,たむら,けんじ,49,NA,元,3,東京16区,0,0,59.874
東京ブロック,希望の党,1,西田 主税,にしだ ちから,西田,主税,にしだ,ちから,55,NA,新,0,東京17区,0,0,38.771
東京ブロック,希望の党,1,鴇田 敦,ときた あつし,鴇田,敦,ときた,あつし,51,NA,新,0,東京18区,0,0,46.613
東京ブロック,希望の党,1,佐々木 里加,ささき りか,佐々木,里加,ささき,りか,50,NA,新,0,東京19区,0,0,30.908
東京ブロック,希望の党,1,鹿野 晃,かの あきら,鹿野,晃,かの,あきら,44,NA,新,0,東京20区,0,0,46.838
東京ブロック,希望の党,1,長島 昭久,ながしま あきひさ,長島,昭久,ながしま,あきひさ,55,NA,前,5,東京21区,1,0,NA
東京ブロック,希望の党,1,金ケ崎 絵美,かながさき えみ,金ケ崎,絵美,かながさき,えみ,41,NA,新,0,東京22区,0,0,27.364
東京ブロック,希望の党,1,伊藤 俊輔,いとう しゅんすけ,伊藤,俊輔,いとう,しゅんすけ,38,NA,新,0,東京23区,0,1,69.171
東京ブロック,希望の党,1,吉羽 美華,よしば みか,吉羽,美華,よしば,みか,37,NA,新,0,東京24区,0,0,32.609
東京ブロック,希望の党,1,小沢 鋭仁,おざわ さきひと,小沢,鋭仁,おざわ,さきひと,63,NA,前,8,東京25区,0,0,34.179
東京ブロック,希望の党,24,小泉 俊明,こいずみ としあき,小泉,俊明,こいずみ,としあき,60,NA,元,3,比例単独,0,0,NA
東京ブロック,希望の党,25,伊藤 正樹,いとう まさき,伊藤,正樹,いとう,まさき,45,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,26,田淵 正文,たぶち まさふみ,田淵,正文,たぶち,まさふみ,59,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,27,石飛 香織,いしとび かおり,石飛,香織,いしとび,かおり,34,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,28,黒川 公美,くろかわ くみ,黒川,公美,くろかわ,くみ,44,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,29,羽田 次郎,はた じろう,羽田,次郎,はた,じろう,48,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,30,竹内 今日生,たけうち ひびき,竹内,今日生,たけうち,ひびき,43,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,31,栗山 由美,くりやま ゆみ,栗山,由美,くりやま,ゆみ,56,NA,新,0,比例単独,0,0,NA
東京ブロック,希望の党,32,竹田 光明,たけだ みつあき,竹田,光明,たけだ,みつあき,62,NA,元,1,比例単独,0,0,NA
東京ブロック,希望の党,33,森村 広,もりむら ひろむ,森村,広,もりむら,ひろむ,26,NA,新,0,比例単独,0,0,NA
東京ブロック,幸福実現党,1,釈 量子,しゃく りょうこ,釈,量子,しゃく,りょうこ,47,NA,新,0,比例単独,0,0,NA
東京ブロック,幸福実現党,2,七海 ひろこ,ななみ ひろこ,七海,ひろこ,ななみ,ひろこ,33,NA,新,0,比例単独,0,0,NA
東京ブロック,幸福実現党,3,鈴木 豪,すずき つよし,鈴木,豪,すずき,つよし,38,NA,新,0,比例単独,0,0,NA
東京ブロック,幸福実現党,4,坂本 隆一,さかもと りゅういち,坂本,隆一,さかもと,りゅういち,67,NA,新,0,比例単独,0,0,NA
東京ブロック,社会民主党,1,小糸 健介,こいと けんすけ,小糸,健介,こいと,けんすけ,35,立憲,新,0,東京21区,0,0,41.356
東京ブロック,日本のこころ,1,赤尾 由美,あかお ゆみ,赤尾,由美,あかお,ゆみ,52,NA,新,0,比例単独,0,0,NA
東京ブロック,立憲民主党,1,海江田 万里,かいえだ ばんり,海江田,万里,かいえだ,ばんり,68,NA,元,6,東京1区,1,0,NA
東京ブロック,立憲民主党,1,松尾 明弘,まつお あきひろ,松尾,明弘,まつお,あきひろ,42,NA,新,0,東京2区,0,0,80.739
東京ブロック,立憲民主党,1,井戸 正枝,いど まさえ,井戸,正枝,いど,まさえ,51,NA,元,1,東京4区,0,0,46.407
東京ブロック,立憲民主党,1,手塚 仁雄,てづか よしお,手塚,仁雄,てづか,よしお,51,NA,元,3,東京5区,0,1,97.895
東京ブロック,立憲民主党,1,落合 貴之,おちあい たかゆき,落合,貴之,おちあい,たかゆき,38,NA,前,1,東京6区,1,0,NA
東京ブロック,立憲民主党,1,長妻 昭,ながつま あきら,長妻,昭,ながつま,あきら,57,NA,前,6,東京7区,1,0,NA
東京ブロック,立憲民主党,1,吉田 晴美,よしだ はるみ,吉田,晴美,よしだ,はるみ,45,NA,新,0,東京8区,0,0,76.387
東京ブロック,立憲民主党,1,鈴木 庸介,すずき ようすけ,鈴木,庸介,すずき,ようすけ,41,NA,新,0,東京10区,0,0,76.983
東京ブロック,立憲民主党,1,前田 順一郎,まえだ じゅんいちろう,前田,順一郎,まえだ,じゅんいちろう,42,NA,新,0,東京11区,0,0,57.632
東京ブロック,立憲民主党,1,北條 智彦,きたじょう ともひこ,北條,智彦,きたじょう,ともひこ,34,NA,新,0,東京13区,0,0,55.547
東京ブロック,立憲民主党,1,初鹿 明博,はつしか あきひろ,初鹿,明博,はつしか,あきひろ,48,NA,前,2,東京16区,0,1,84.545
東京ブロック,立憲民主党,1,菅 直人,かん なおと,菅,直人,かん,なおと,71,NA,前,12,東京18区,1,0,NA
東京ブロック,立憲民主党,1,末松 義規,すえまつ よしのり,末松,義規,すえまつ,よしのり,60,NA,元,5,東京19区,0,1,94.088
東京ブロック,立憲民主党,1,山花 郁夫,やまはな いくお,山花,郁夫,やまはな,いくお,50,NA,元,3,東京22区,0,1,82.424
東京ブロック,立憲民主党,1,高橋 斉久,たかはし なりひさ,高橋,斉久,たかはし,なりひさ,44,NA,新,0,東京24区,0,0,50.225
東京ブロック,立憲民主党,1,山下 容子,やました ようこ,山下,容子,やました,ようこ,58,NA,新,0,東京25区,0,0,40.069
東京ブロック,公明党,1,高木 陽介,たかぎ ようすけ,高木,陽介,たかぎ,ようすけ,57,NA,前,7,比例単独,0,1,NA
東京ブロック,公明党,2,高木 美智代,たかぎ みちよ,高木,美智代,たかぎ,みちよ,65,NA,前,5,比例単独,0,1,NA
東京ブロック,公明党,3,佐近 康昌,さこん やすまさ,佐近,康昌,さこん,やすまさ,63,NA,新,0,比例単独,0,0,NA
東京ブロック,公明党,4,星 英一郎,ほし えいいちろう,星,英一郎,ほし,えいいちろう,41,NA,新,0,比例単独,0,0,NA
東京ブロック,自由民主党,1,山田 美樹,やまだ みき,山田,美樹,やまだ,みき,43,公明,前,2,東京1区,0,1,96.862
東京ブロック,自由民主党,1,辻 清人,つじ きよと,辻,清人,つじ,きよと,38,公明,前,2,東京2区,1,0,NA
東京ブロック,自由民主党,1,石原 宏高,いしはら ひろたか,石原,宏高,いしはら,ひろたか,53,公明,前,3,東京3区,1,0,NA
東京ブロック,自由民主党,1,平 将明,たいら まさあき,平,将明,たいら,まさあき,50,公明,前,4,東京4区,1,0,NA
東京ブロック,自由民主党,1,若宮 健嗣,わかみや けんじ,若宮,健嗣,わかみや,けんじ,56,公明,前,3,東京5区,1,0,NA
東京ブロック,自由民主党,1,越智 隆雄,おち たかお,越智,隆雄,おち,たかお,53,公明,前,3,東京6区,0,1,98.029
東京ブロック,自由民主党,1,松本 文明,まつもと ふみあき,松本,文明,まつもと,ふみあき,68,公明,前,3,東京7区,0,1,72.836
東京ブロック,自由民主党,1,石原 伸晃,いしはら のぶてる,石原,伸晃,いしはら,のぶてる,60,公明,前,9,東京8区,1,0,NA
東京ブロック,自由民主党,1,菅原 一秀,すがわら いっしゅう,菅原,一秀,すがわら,いっしゅう,55,公明,前,5,東京9区,1,0,NA
東京ブロック,自由民主党,1,鈴木 隼人,すずき はやと,鈴木,隼人,すずき,はやと,40,公明,前,1,東京10区,1,0,NA
東京ブロック,自由民主党,1,下村 博文,しもむら はくぶん,下村,博文,しもむら,はくぶん,63,公明,前,7,東京11区,1,0,NA
東京ブロック,自由民主党,1,鴨下 一郎,かもした いちろう,鴨下,一郎,かもした,いちろう,68,公明,前,8,東京13区,1,0,NA
