block,party,rank,name,yomi,lastname,firstname,last_kana,first_kana,age,recommended,status,previous,dup,dup_dist,win_smd,win_pr,loss_ratio
北関東,国民民主党,1,橋本 幹彦,はしもと みきひこ,橋本,幹彦,はしもと,みきひこ,30,NA,前,1,1,埼玉13区,0,1,91.409
北関東,国民民主党,1,原 和隆,はら かずたか,原,和隆,はら,かずたか,56,NA,新,0,1,群馬2区,0,0,26.408
北関東,国民民主党,1,布施 卓人,ふせ たかひと,布施,卓人,ふせ,たかひと,48,NA,新,0,1,埼玉11区,0,0,21.605
北関東,国民民主党,1,細谷 勇人,ほそや はやと,細谷,勇人,ほそや,はやと,36,NA,新,0,1,埼玉2区,0,0,60.526
北関東,減税日本・ゆうこく連合,1,小泉 俊明,こいずみ としあき,小泉,俊明,こいずみ,としあき,68,NA,元,3,0,比例単独,0,0,NA
南関東,れいわ新選組,1,三好 諒,みよし りょう,三好,諒,みよし,りょう,40,NA,新,0,1,神奈川15区,0,0,14.548
南関東,れいわ新選組,2,山本 譲司,やまもと じょうじ,山本,譲司,やまもと,じょうじ,63,NA,元,2,0,比例単独,0,1,NA
南関東,れいわ新選組,3,有野 洋輔,ありの ようすけ,有野,洋輔,ありの,ようすけ,43,NA,新,0,0,比例単独,0,0,NA
南関東,中道改革連合,1,角田 秀穂,つのだ ひでお,角田,秀穂,つのだ,ひでお,64,NA,前,3,0,比例単独,0,1,NA
南関東,中道改革連合,2,沼崎 満子,ぬまざき みつこ,沼崎,満子,ぬまざき,みつこ,52,NA,前,1,0,比例単独,0,1,NA
南関東,中道改革連合,3,原田 直樹,はらだ なおき,原田,直樹,はらだ,なおき,35,NA,新,0,0,比例単独,0,1,NA
南関東,中道改革連合,4,田嶋 要,たじま かなめ,田嶋,要,たじま,かなめ,64,NA,前,8,1,千葉1区,0,1,83.035
南関東,中道改革連合,4,佐藤 由美,さとう ゆみ,佐藤,由美,さとう,ゆみ,54,NA,新,0,1,千葉2区,0,0,34.551
南関東,中道改革連合,4,岡島 一正,おかじま かずまさ,岡島,一正,おかじま,かずまさ,68,NA,前,4,1,千葉3区,0,0,56.166
南関東,中道改革連合,4,水沼 秀幸,みずぬま ひでゆき,水沼,秀幸,みずぬま,ひでゆき,35,NA,前,1,1,千葉4区,0,0,67.489
南関東,中道改革連合,4,矢崎 堅太郎,やざき けんたろう,矢崎,堅太郎,やざき,けんたろう,58,NA,前,1,1,千葉5区,0,0,56.41
南関東,中道改革連合,4,安藤 淳子,あんどう じゅんこ,安藤,淳子,あんどう,じゅんこ,49,NA,前,1,1,千葉6区,0,0,65.172
南関東,中道改革連合,4,本庄 知史,ほんじょう さとし,本庄,知史,ほんじょう,さとし,51,NA,前,2,1,千葉8区,0,0,65.894
南関東,中道改革連合,4,奥野 総一郎,おくの そういちろう,奥野,総一郎,おくの,そういちろう,61,NA,前,6,1,千葉9区,0,0,77.899
南関東,中道改革連合,4,谷田川 元,やたがわ はじめ,谷田川,元,やたがわ,はじめ,63,NA,前,4,1,千葉10区,0,0,53.436
南関東,中道改革連合,4,多ケ谷 亮,たがや りょう,多ケ谷,亮,たがや,りょう,57,NA,前,2,1,千葉11区,0,0,49.163
南関東,中道改革連合,4,宮川 伸,みやかわ しん,宮川,伸,みやかわ,しん,55,NA,前,2,1,千葉13区,0,0,59.307
南関東,中道改革連合,4,篠原 豪,しのはら ごう,篠原,豪,しのはら,ごう,50,NA,前,4,1,神奈川1区,0,0,65.72
南関東,中道改革連合,4,柳家 東三楼,やなぎや とうざぶろう,柳家,東三楼,やなぎや,とうざぶろう,49,NA,新,0,1,神奈川2区,0,0,37.464
南関東,中道改革連合,4,中村 武人,なかむら たけと,中村,武人,なかむら,たけと,51,NA,新,0,1,神奈川3区,0,0,42.328
南関東,中道改革連合,4,早稲田 夕季,わせだ ゆき,早稲田,夕季,わせだ,ゆき,67,NA,前,3,1,神奈川4区,0,1,88.276
南関東,中道改革連合,4,山崎 誠,やまざき まこと,山崎,誠,やまざき,まこと,63,NA,前,4,1,神奈川5区,0,0,53.74
南関東,中道改革連合,4,青柳 陽一郎,あおやぎ よういちろう,青柳,陽一郎,あおやぎ,よういちろう,56,NA,前,5,1,神奈川6区,0,0,64.852
南関東,中道改革連合,4,中谷 一馬,なかたに かずま,中谷,一馬,なかたに,かずま,42,NA,前,3,1,神奈川7区,0,0,60.972
南関東,中道改革連合,4,江田 憲司,えだ けんじ,江田,憲司,えだ,けんじ,69,NA,前,8,1,神奈川8区,0,0,69.409
南関東,中道改革連合,4,笠 浩史,りゅう ひろふみ,笠,浩史,りゅう,ひろふみ,61,NA,前,8,1,神奈川9区,0,1,95.993
南関東,中道改革連合,4,阿部 知子,あべ ともこ,阿部,知子,あべ,ともこ,77,NA,前,9,1,神奈川12区,0,0,72.725
南関東,中道改革連合,4,太 栄志,ふとり ひでし,太,栄志,ふとり,ひでし,48,NA,前,2,1,神奈川13区,0,0,81.707
南関東,中道改革連合,4,長友 克洋,ながとも よしひろ,長友,克洋,ながとも,よしひろ,55,NA,前,1,1,神奈川14区,0,0,56.962
南関東,中道改革連合,4,後藤 祐一,ごとう ゆういち,後藤,祐一,ごとう,ゆういち,56,NA,前,6,1,神奈川16区,0,1,89.13
南関東,中道改革連合,4,佐々木 奈保美,ささき なおみ,佐々木,奈保美,ささき,なおみ,56,NA,前,1,1,神奈川17区,0,0,63.906
南関東,中道改革連合,4,宗野 創,そうの はじめ,宗野,創,そうの,はじめ,33,NA,前,1,1,神奈川18区,0,0,67.968
南関東,中道改革連合,4,大塚 小百合,おおつか さゆり,大塚,小百合,おおつか,さゆり,46,NA,前,1,1,神奈川20区,0,0,73.393
南関東,中道改革連合,4,中島 克仁,なかじま かつひと,中島,克仁,なかじま,かつひと,58,NA,前,5,1,山梨1区,0,0,68.513
南関東,日本維新の会,1,石塚 貞通,いしづか さだみち,石塚,貞通,いしづか,さだみち,58,NA,新,0,1,千葉8区,0,0,15.765
南関東,日本維新の会,1,田沼 隆志,たぬま たかし,田沼,隆志,たぬま,たかし,50,NA,元,1,1,千葉9区,0,0,24.678
南関東,日本維新の会,1,浅川 義治,あさかわ よしはる,浅川,義治,あさかわ,よしはる,57,NA,元,1,1,神奈川1区,0,0,22.518
南関東,日本維新の会,1,久坂 くにえ,くさか くにえ,久坂,くにえ,くさか,くにえ,53,NA,新,0,1,神奈川5区,0,0,34.171
南関東,日本維新の会,1,金村 龍那,かねむら りゅうな,金村,龍那,かねむら,りゅうな,46,NA,前,2,1,神奈川10区,0,1,67.2
南関東,日本維新の会,1,横田 光弘,よこた みつひろ,横田,光弘,よこた,みつひろ,68,NA,新,0,1,神奈川18区,0,1,34.442
南関東,日本維新の会,1,添田 勝,そえだ まさる,添田,勝,そえだ,まさる,48,NA,新,0,1,神奈川19区,0,0,31.264
南関東,日本維新の会,1,金子 洋一,かねこ よういち,金子,洋一,かねこ,よういち,63,NA,新,0,1,神奈川20区,0,0,28.563
南関東,参政党,1,工藤 聖子,くどう せいこ,工藤,聖子,くどう,せいこ,46,NA,新,0,1,千葉4区,0,1,23.369
南関東,参政党,1,宮本 寛之,みやもと ひろゆき,宮本,寛之,みやもと,ひろゆき,41,NA,新,0,1,千葉8区,0,0,22.185
南関東,参政党,1,中谷 めぐ,なかや めぐ,中谷,めぐ,なかや,めぐ,44,NA,新,0,1,千葉13区,0,1,26.353
南関東,参政党,1,室井 一真,むろい かずま,室井,一真,むろい,かずま,40,NA,新,0,1,神奈川19区,0,0,21.934
南関東,参政党,5,和田 武士,わだ たけし,和田,武士,わだ,たけし,55,NA,新,0,0,比例単独,0,0,NA
南関東,参政党,6,久野 晋作,くの しんさく,久野,晋作,くの,しんさく,53,NA,新,0,0,比例単独,0,0,NA
南関東,国民民主党,1,岡野 純子,おかの じゅんこ,岡野,純子,おかの,じゅんこ,47,NA,前,1,1,千葉5区,0,1,62.924
南関東,国民民主党,1,片山 智絵,かたやま ちえ,片山,智絵,かたやま,ちえ,34,NA,新,0,1,神奈川2区,0,0,40.686
南関東,国民民主党,1,中村 太一,なかむら たいち,中村,太一,なかむら,たいち,37,NA,新,0,1,神奈川17区,0,0,42.749
南関東,国民民主党,1,西岡 義高,にしおか よしたか,西岡,義高,にしおか,よしたか,48,NA,前,1,1,神奈川18区,0,1,65.079
南関東,国民民主党,1,二宮 研,にのみや けん,二宮,研,にのみや,けん,50,NA,新,0,1,神奈川3区,0,0,36.548
南関東,国民民主党,1,林田 章裕,はやしだ あきひろ,林田,章裕,はやしだ,あきひろ,49,NA,新,0,1,千葉7区,0,0,40.164
南関東,国民民主党,1,深作 ヘスス,ふかさく へすす,深作,ヘスス,ふかさく,へすす,41,NA,前,1,1,神奈川19区,0,1,92.715
南関東,国民民主党,1,武藤 雄大,むとう ゆうだい,武藤,雄大,むとう,ゆうだい,33,NA,新,0,1,千葉6区,0,0,45.817
南関東,国民民主党,1,山口 翔平,やまぐち しょうへい,山口,翔平,やまぐち,しょうへい,35,NA,新,0,1,神奈川10区,0,0,56.854
南関東,日本保守党,1,梅原 克彦,うめはら かつひこ,梅原,克彦,うめはら,かつひこ,71,NA,新,0,0,比例単独,0,0,NA
南関東,日本保守党,2,冨田 格,とみた いたる,冨田,格,とみた,いたる,61,NA,新,0,0,比例単独,0,0,NA
南関東,チームみらい,1,河合 道雄,かわい みちお,河合,道雄,かわい,みちお,35,NA,新,0,0,比例単独,0,1,NA
南関東,チームみらい,2,山田 瑛理,やまだ えり,山田,瑛理,やまだ,えり,43,NA,新,0,0,比例単独,0,1,NA
南関東,チームみらい,3,小林 修平,こばやし しゅうへい,小林,修平,こばやし,しゅうへい,35,NA,新,0,1,千葉5区,0,1,29.866
南関東,社民党,1,佐々木 克己,ささき かつみ,佐々木,克己,ささき,かつみ,70,NA,新,0,1,神奈川15区,0,0,17.431
南関東,自民党,1,門山 宏哲,かどやま ひろあき,門山,宏哲,かどやま,ひろあき,61,維新,元,4,1,千葉1区,1,0,NA
南関東,自民党,1,小林 鷹之,こばやし たかゆき,小林,鷹之,こばやし,たかゆき,51,維新,前,5,1,千葉2区,1,0,NA
南関東,自民党,1,松野 博一,まつの ひろかず,松野,博一,まつの,ひろかず,63,維新,前,9,1,千葉3区,1,0,NA
南関東,自民党,1,鹿嶋 祐介,かしま ゆうすけ,鹿嶋,祐介,かしま,ゆうすけ,45,維新,新,0,1,千葉4区,1,0,NA
南関東,自民党,1,英利 アルフィヤ,えり あるふぃや,英利,アルフィヤ,えり,あるふぃや,37,維新,前,2,1,千葉5区,1,0,NA
南関東,自民党,1,斎藤 健,さいとう けん,斎藤,健,さいとう,けん,66,維新,前,6,1,千葉7区,1,0,NA
南関東,自民党,1,松本 泉,まつもと いずみ,松本,泉,まつもと,いずみ,44,NA,新,0,1,千葉8区,1,0,NA
南関東,自民党,1,田宮 寿人,たみや ひさと,田宮,寿人,たみや,ひさと,36,NA,新,0,1,千葉9区,1,0,NA
南関東,自民党,1,小池 正昭,こいけ まさあき,小池,正昭,こいけ,まさあき,59,維新,前,1,1,千葉10区,1,0,NA
南関東,自民党,1,浜田 靖一,はまだ やすかず,浜田,靖一,はまだ,やすかず,70,維新,前,11,1,千葉12区,1,0,NA
南関東,自民党,1,松本 尚,まつもと ひさし,松本,尚,まつもと,ひさし,63,維新,前,2,1,千葉13区,1,0,NA
南関東,自民党,1,長野 春信,ながの はるのぶ,長野,春信,ながの,はるのぶ,53,維新,新,0,1,千葉14区,0,1,86.646
南関東,自民党,1,丸尾 南都子,まるお なつこ,丸尾,南都子,まるお,なつこ,43,NA,新,0,1,神奈川1区,1,0,NA
南関東,自民党,1,新田 章文,にった しょうぶん,新田,章文,にった,しょうぶん,44,NA,新,0,1,神奈川2区,1,0,NA
南関東,自民党,1,中西 健治,なかにし けんじ,中西,健治,なかにし,けんじ,62,NA,前,2,1,神奈川3区,1,0,NA
南関東,自民党,1,永田 磨梨奈,ながた まりな,永田,磨梨奈,ながた,まりな,42,NA,新,0,1,神奈川4区,1,0,NA
南関東,自民党,1,坂井 学,さかい まなぶ,坂井,学,さかい,まなぶ,60,NA,前,6,1,神奈川5区,1,0,NA
南関東,自民党,1,古川 直季,ふるかわ なおき,古川,直季,ふるかわ,なおき,57,維新,前,2,1,神奈川6区,1,0,NA
南関東,自民党,1,鈴木 馨祐,すずき けいすけ,鈴木,馨祐,すずき,けいすけ,49,NA,前,6,1,神奈川7区,1,0,NA
南関東,自民党,1,三谷 英弘,みたに ひでひろ,三谷,英弘,みたに,ひでひろ,49,維新,前,4,1,神奈川8区,1,0,NA
南関東,自民党,1,上原 正裕,うえはら まさひろ,上原,正裕,うえはら,まさひろ,47,維新,新,0,1,神奈川9区,1,0,NA
南関東,自民党,1,星野 剛士,ほしの つよし,星野,剛士,ほしの,つよし,62,維新,前,5,1,神奈川12区,1,0,NA
南関東,自民党,1,丸田 康一郎,まるた こういちろう,丸田,康一郎,まるた,こういちろう,40,維新,新,0,1,神奈川13区,1,0,NA
南関東,自民党,1,赤間 二郎,あかま じろう,赤間,二郎,あかま,じろう,57,維新,前,6,1,神奈川14区,1,0,NA
南関東,自民党,1,河野 太郎,こうの たろう,河野,太郎,こうの,たろう,63,NA,前,10,1,神奈川15区,1,0,NA
南関東,自民党,1,佐藤 主迪,さとう まさし,佐藤,主迪,さとう,まさし,31,NA,新,0,1,神奈川16区,1,0,NA
南関東,自民党,1,牧島 かれん,まきしま かれん,牧島,かれん,まきしま,かれん,49,維新,前,5,1,神奈川17区,1,0,NA
南関東,自民党,1,山際 大志郎,やまぎわ だいしろう,山際,大志郎,やまぎわ,だいしろう,57,NA,前,7,1,神奈川18区,1,0,NA
南関東,自民党,1,草間 剛,くさま つよし,草間,剛,くさま,つよし,44,NA,前,1,1,神奈川19区,1,0,NA
南関東,自民党,1,金沢 結衣,かなざわ ゆい,金沢,結衣,かなざわ,ゆい,35,NA,新,0,1,神奈川20区,1,0,NA
南関東,自民党,1,中谷 真一,なかたに しんいち,中谷,真一,なかたに,しんいち,49,維新,前,5,1,山梨1区,1,0,NA
南関東,自民党,1,堀内 詔子,ほりうち のりこ,堀内,詔子,ほりうち,のりこ,60,維新,前,5,1,山梨2区,1,0,NA
南関東,自民党,33,伊藤 聡,いとう さとし,伊藤,聡,いとう,さとし,47,NA,新,0,0,比例単独,0,1,NA
南関東,自民党,34,文月 涼,ふづき りょう,文月,涼,ふづき,りょう,58,NA,新,0,0,比例単独,0,1,NA
南関東,自民党,35,岩崎 比菜,いわさき ひな,岩崎,比菜,いわさき,ひな,32,NA,新,0,0,比例単独,0,1,NA
南関東,共産党,1,畑野 君枝,はたの きみえ,畑野,君枝,はたの,きみえ,69,NA,元,2,0,比例単独,0,1,NA
南関東,共産党,2,斉藤 和子,さいとう かずこ,斉藤,和子,さいとう,かずこ,51,NA,元,1,0,比例単独,0,0,NA
南関東,共産党,3,飯田 能生,いいだ よしき,飯田,能生,いいだ,よしき,63,NA,新,0,0,比例単独,0,0,NA
南関東,減税日本・ゆうこく連合,1,川田 龍平,かわだ りゅうへい,川田,龍平,かわだ,りゅうへい,50,NA,新,0,1,千葉7区,0,0,16.091
南関東,減税日本・ゆうこく連合,2,高橋 宏,たかはし ひろし,高橋,宏,たかはし,ひろし,49,NA,新,0,1,千葉4区,0,0,5.545
東京,れいわ新選組,1,櫛渕 万里,くしぶち まり,櫛渕,万里,くしぶち,まり,58,NA,前,3,1,東京14区,0,0,18.788
東京,れいわ新選組,2,ミサオ・ レッドウルフ,みさお・ れっどうるふ,ミサオ・,レッドウルフ,みさお・,れっどうるふ,60,NA,新,0,0,比例単独,0,0,NA
東京,国民民主党,1,石田 慎吾,いしだ しんご,石田,慎吾,いしだ,しんご,46,NA,新,0,1,東京3区,0,0,37.361
東京,国民民主党,1,井戸 まさえ,いど まさえ,井戸,まさえ,いど,まさえ,60,NA,元,1,1,東京4区,0,1,48.757
東京,国民民主党,1,入江 伸子,いりえ のぶこ,入江,伸子,いりえ,のぶこ,63,NA,新,0,1,東京7区,0,0,26.134
東京,国民民主党,1,大西 健太郎,おおにし けんたろう,大西,健太郎,おおにし,けんたろう,47,NA,新,0,1,東京20区,0,0,43.042
東京,国民民主党,1,梶原 みずほ,かじわら みずほ,梶原,みずほ,かじわら,みずほ,53,NA,新,0,1,東京10区,0,0,34.119
東京,国民民主党,1,川上 竜世,かわかみ りゅうせい,川上,竜世,かわかみ,りゅうせい,28,NA,新,0,1,東京30区,0,0,29.427
東京,国民民主党,1,久住 勇樹,くすみ ゆうき,久住,勇樹,くすみ,ゆうき,42,NA,新,0,1,東京12区,0,0,39.242
東京,国民民主党,1,黒田 太郎,くろだ たろう,黒田,太郎,くろだ,たろう,59,NA,新,0,1,東京21区,0,0,38.039
東京,国民民主党,1,桑水流 弓紀子,くわずる ゆきこ,桑水流,弓紀子,くわずる,ゆきこ,38,NA,新,0,1,東京5区,0,0,37.203
東京,国民民主党,1,坂元 悠紀,さかもと ゆうき,坂元,悠紀,さかもと,ゆうき,45,NA,新,0,1,東京26区,0,0,26.326
東京,国民民主党,1,鈴木 佑馬,すずき ゆうま,鈴木,佑馬,すずき,ゆうま,39,NA,新,0,1,東京18区,0,0,28.536
東京,国民民主党,1,須山 卓知,すやま たかし,須山,卓知,すやま,たかし,45,NA,新,0,1,東京27区,0,0,44.397
東京,国民民主党,1,諏訪 玲子,すわ れいこ,諏訪,玲子,すわ,れいこ,42,NA,新,0,1,東京19区,0,0,30.365
東京,国民民主党,1,高沢 一基,たかざわ かずもと,高沢,一基,たかざわ,かずもと,51,NA,新,0,1,東京11区,0,1,55.655
東京,国民民主党,1,竹内 知子,たけうち ともこ,竹内,知子,たけうち,ともこ,45,NA,新,0,1,東京16区,0,0,45.639
東京,国民民主党,1,樽井 良和,たるい よしかず,樽井,良和,たるい,よしかず,58,NA,元,1,1,東京29区,0,0,33.142
東京,国民民主党,1,長南 貴則,ちょうなん たかのり,長南,貴則,ちょうなん,たかのり,40,NA,新,0,1,東京14区,0,0,44.873
東京,国民民主党,1,長谷川 貴子,はせがわ たかこ,長谷川,貴子,はせがわ,たかこ,52,NA,新,0,1,東京17区,0,0,38.618
東京,国民民主党,1,鳩山 紀一郎,はとやま きいちろう,鳩山,紀一郎,はとやま,きいちろう,49,NA,前,1,1,東京2区,0,0,42.532
東京,国民民主党,1,深見 紗采,ふかみ さあや,深見,紗采,ふかみ,さあや,32,NA,新,0,1,東京15区,0,0,26.188
東京,国民民主党,1,細屋 椋,ほそや りょう,細屋,椋,ほそや,りょう,30,NA,新,0,1,東京24区,0,0,25.945
東京,国民民主党,1,丸山 勝己,まるやま かつき,丸山,勝己,まるやま,かつき,58,NA,新,0,1,東京6区,0,0,48.318
東京,国民民主党,1,三沢 宏明,みさわ ひろあき,三沢,宏明,みさわ,ひろあき,38,NA,新,0,1,東京28区,0,0,41.868
東京,国民民主党,1,宗像 久敬,むなかた ひさたか,宗像,久敬,むなかた,ひさたか,47,NA,新,0,1,東京25区,0,0,19.629
東京,国民民主党,1,森 洋介,もり ようすけ,森,洋介,もり,ようすけ,31,NA,前,1,1,東京13区,0,1,69.856
東京,国民民主党,1,森田 一成,もりた いっせい,森田,一成,もりた,いっせい,46,NA,新,0,1,東京8区,0,0,24.985
東京,国民民主党,1,薬師寺 道代,やくしじ みちよ,薬師寺,道代,やくしじ,みちよ,61,NA,新,0,1,東京9区,0,0,41.392
東京,日本保守党,1,小坂 英二,こさか えいじ,小坂,英二,こさか,えいじ,53,NA,新,0,1,東京29区,0,0,17.508
東京,日本保守党,1,大谷 司郎,おおたに しろう,大谷,司郎,おおたに,しろう,62,NA,新,0,1,東京8区,0,0,7.507
東京,日本保守党,3,平井 宏治,ひらい こうじ,平井,宏治,ひらい,こうじ,67,NA,新,0,0,比例単独,0,0,NA
東京,共産党,1,田村 智子,たむら ともこ,田村,智子,たむら,ともこ,60,NA,前,1,0,比例単独,0,1,NA
東京,共産党,2,宮本 徹,みやもと とおる,宮本,徹,みやもと,とおる,54,NA,元,3,1,東京20区,0,0,41.318
東京,共産党,3,谷川 智行,たにがわ ともゆき,谷川,智行,たにがわ,ともゆき,54,NA,新,0,1,東京4区,0,0,26.011
東京,中道改革連合,1,岡本 三成,おかもと みつなり,岡本,三成,おかもと,みつなり,60,NA,前,5,0,比例単独,0,1,NA
東京,中道改革連合,2,河西 宏一,かさい こういち,河西,宏一,かさい,こういち,46,NA,前,2,0,比例単独,0,1,NA
東京,中道改革連合,3,大森 江里子,おおもり えりこ,大森,江里子,おおもり,えりこ,52,NA,前,1,0,比例単独,0,1,NA
東京,中道改革連合,4,海江田 万里,かいえだ ばんり,海江田,万里,かいえだ,ばんり,76,NA,前,9,1,東京1区,0,0,59.1
東京,中道改革連合,4,阿部 祐美子,あべ ゆみこ,阿部,祐美子,あべ,ゆみこ,61,NA,前,1,1,東京3区,0,0,57.519
東京,中道改革連合,4,手塚 仁雄,てづか よしお,手塚,仁雄,てづか,よしお,59,NA,前,6,1,東京5区,0,0,65.295
東京,中道改革連合,4,落合 貴之,おちあい たかゆき,落合,貴之,おちあい,たかゆき,46,NA,前,4,1,東京6区,0,1,87.993
東京,中道改革連合,4,松尾 明弘,まつお あきひろ,松尾,明弘,まつお,あきひろ,51,NA,前,2,1,東京7区,0,0,65.375
東京,中道改革連合,4,吉田 晴美,よしだ はるみ,吉田,晴美,よしだ,はるみ,54,NA,前,2,1,東京8区,0,0,71.857
東京,中道改革連合,4,山岸 一生,やまぎし いっせい,山岸,一生,やまぎし,いっせい,44,NA,前,2,1,東京9区,0,0,71.173
東京,中道改革連合,4,鈴木 庸介,すずき ようすけ,鈴木,庸介,すずき,ようすけ,50,NA,前,2,1,東京10区,0,0,53.612
東京,中道改革連合,4,阿久津 幸彦,あくつ ゆきひこ,阿久津,幸彦,あくつ,ゆきひこ,69,NA,前,5,1,東京11区,0,0,76.727
東京,中道改革連合,4,中原 翔太,なかはら しょうた,中原,翔太,なかはら,しょうた,33,NA,新,0,1,東京12区,0,0,56.026
東京,中道改革連合,4,酒井 菜摘,さかい なつみ,酒井,菜摘,さかい,なつみ,39,NA,前,2,1,東京15区,0,0,64.765
東京,中道改革連合,4,柴田 勝之,しばた かつゆき,柴田,勝之,しばた,かつゆき,57,NA,前,1,1,東京16区,0,0,55.49
東京,中道改革連合,4,反田 麻理,そりた まり,反田,麻理,そりた,まり,45,NA,新,0,1,東京17区,0,0,60.892
東京,中道改革連合,4,松下 玲子,まつした れいこ,松下,玲子,まつした,れいこ,55,NA,前,1,1,東京18区,0,0,59.397
東京,中道改革連合,4,末松 義規,すえまつ よしのり,末松,義規,すえまつ,よしのり,69,NA,前,8,1,東京19区,0,0,58
東京,中道改革連合,4,鈴木 烈,すずき れつ,鈴木,烈,すずき,れつ,52,NA,新,0,1,東京21区,0,0,67.402
東京,中道改革連合,4,山花 郁夫,やまはな いくお,山花,郁夫,やまはな,いくお,59,NA,前,5,1,東京22区,0,0,65.939
東京,中道改革連合,4,伊藤 俊輔,いとう しゅんすけ,伊藤,俊輔,いとう,しゅんすけ,46,NA,前,3,1,東京23区,0,0,75.845
東京,中道改革連合,4,細貝 悠,ほそがい ゆう,細貝,悠,ほそがい,ゆう,32,NA,新,0,1,東京24区,0,0,82.489
東京,中道改革連合,4,依田 花蓮,よだ かれん,依田,花蓮,よだ,かれん,54,NA,新,0,1,東京25区,0,0,45.817
東京,中道改革連合,4,長妻 昭,ながつま あきら,長妻,昭,ながつま,あきら,65,NA,前,9,1,東京27区,0,1,95.012
東京,中道改革連合,4,高松 智之,たかまつ さとし,高松,智之,たかまつ,さとし,51,NA,前,1,1,東京28区,0,0,60.086
東京,中道改革連合,4,木村 剛司,きむら たけつか,木村,剛司,きむら,たけつか,54,NA,元,1,1,東京29区,0,0,56.318
東京,中道改革連合,4,五十嵐 衣里,いがらし えり,五十嵐,衣里,いがらし,えり,42,NA,前,1,1,東京30区,0,0,73.408
東京,社民党,1,大椿 裕子,おおつばき ゆうこ,大椿,裕子,おおつばき,ゆうこ,52,NA,新,0,0,比例単独,0,0,NA
東京,チームみらい,1,高山 聡史,たかやま さとし,高山,聡史,たかやま,さとし,39,NA,新,0,0,比例単独,0,1,NA
東京,チームみらい,2,峰島 侑也,みねしま ゆうや,峰島,侑也,みねしま,ゆうや,35,NA,新,0,1,東京7区,0,1,53.885
東京,チームみらい,3,宇佐美 登,うさみ のぼる,宇佐美,登,うさみ,のぼる,58,NA,元,2,1,東京26区,0,1,37.589
東京,チームみらい,4,土橋 章宏,どばし あきひろ,土橋,章宏,どばし,あきひろ,56,NA,新,0,1,東京2区,0,1,29.54
東京,自民党,1,山田 美樹,やまだ みき,山田,美樹,やまだ,みき,51,NA,元,4,1,東京1区,1,0,NA
東京,自民党,1,辻 清人,つじ きよと,辻,清人,つじ,きよと,46,NA,前,5,1,東京2区,1,0,NA
東京,自民党,1,石原 宏高,いしはら ひろたか,石原,宏高,いしはら,ひろたか,61,NA,前,6,1,東京3区,1,0,NA
東京,自民党,1,平 将明,たいら まさあき,平,将明,たいら,まさあき,58,維新,前,7,1,東京4区,1,0,NA
東京,自民党,1,若宮 健嗣,わかみや けんじ,若宮,健嗣,わかみや,けんじ,64,NA,元,5,1,東京5区,1,0,NA
東京,自民党,1,畦元 将吾,あぜもと しょうご,畦元,将吾,あぜもと,しょうご,67,維新,元,2,1,東京6区,1,0,NA
東京,自民党,1,丸川 珠代,まるかわ たまよ,丸川,珠代,まるかわ,たまよ,55,NA,新,0,1,東京7区,1,0,NA
東京,自民党,1,門 寛子,かど ひろこ,門,寛子,かど,ひろこ,45,維新,新,0,1,東京8区,1,0,NA
東京,自民党,1,菅原 一秀,すがわら いっしゅう,菅原,一秀,すがわら,いっしゅう,64,維新,元,6,1,東京9区,1,0,NA
東京,自民党,1,鈴木 隼人,すずき はやと,鈴木,隼人,すずき,はやと,48,維新,前,4,1,東京10区,1,0,NA
東京,自民党,1,下村 博文,しもむら はくぶん,下村,博文,しもむら,はくぶん,71,NA,元,9,1,東京11区,1,0,NA
東京,自民党,1,高木 啓,たかぎ けい,高木,啓,たかぎ,けい,60,NA,前,3,1,東京12区,1,0,NA
東京,自民党,1,土田 慎,つちだ しん,土田,慎,つちだ,しん,35,維新,前,2,1,東京13区,1,0,NA
東京,自民党,1,松島 みどり,まつしま みどり,松島,みどり,まつしま,みどり,69,NA,前,8,1,東京14区,1,0,NA
東京,自民党,1,大空 幸星,おおぞら こうき,大空,幸星,おおぞら,こうき,27,NA,前,1,1,東京15区,1,0,NA
東京,自民党,1,大西 洋平,おおにし ようへい,大西,洋平,おおにし,ようへい,48,維新,前,1,1,東京16区,1,0,NA
東京,自民党,1,福田 かおる,ふくだ かおる,福田,かおる,ふくだ,かおる,40,維新,前,1,1,東京18区,1,0,NA
東京,自民党,1,松本 洋平,まつもと ようへい,松本,洋平,まつもと,ようへい,52,NA,前,6,1,東京19区,1,0,NA
東京,自民党,1,木原 誠二,きはら せいじ,木原,誠二,きはら,せいじ,55,維新,前,6,1,東京20区,1,0,NA
東京,自民党,1,小田原 潔,おだわら きよし,小田原,潔,おだわら,きよし,61,維新,元,4,1,東京21区,1,0,NA
東京,自民党,1,伊藤 達也,いとう たつや,伊藤,達也,いとう,たつや,64,維新,前,10,1,東京22区,1,0,NA
東京,自民党,1,川松 真一朗,かわまつ しんいちろう,川松,真一朗,かわまつ,しんいちろう,45,維新,新,0,1,東京23区,1,0,NA
東京,自民党,1,萩生田 光一,はぎうだ こういち,萩生田,光一,はぎうだ,こういち,62,維新,前,7,1,東京24区,1,0,NA
東京,自民党,1,井上 信治,いのうえ しんじ,井上,信治,いのうえ,しんじ,56,NA,前,8,1,東京25区,1,0,NA
