"cowcode","iso3","country","etype2","etype3","parliamentarism","timing1","timing2","reason","held_date","held_year","held_month","held_wday","sche_date","sche_year","sche_month","sche_wday","dif_days","termlength","days_fr_last","concurrent"
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,1962-06-10,1962,6,"Sunday",1962-06-10,1962,6,"Sunday",0,6,2184,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,1962-06-10,1962,6,"Sunday",1962-06-10,1962,6,"Sunday",0,6,2184,1
135,"PER","Peru","legislative","lower house","presidentialism",2,-1,3,1963-06-09,1963,6,"Sunday",1968-06-09,1968,6,"Sunday",-1827,6,364,1
135,"PER","Peru","presidential","presidential","presidentialism",3,NA,3,1963-06-09,1963,6,"Sunday",NA,NA,NA,NA,NA,6,364,1
135,"PER","Peru","legislative","lower house","presidentialism",3,NA,3,1980-05-18,1980,5,"Sunday",NA,NA,NA,NA,NA,6,6188,1
135,"PER","Peru","presidential","presidential","presidentialism",3,NA,3,1980-05-18,1980,5,"Sunday",NA,NA,NA,NA,NA,6,6188,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,1985-04-14,1985,4,"Sunday",1985-04-14,1985,4,"Sunday",0,6,1792,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,1985-04-14,1985,4,"Sunday",1985-04-14,1985,4,"Sunday",0,6,1792,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,1990-04-08,1990,4,"Sunday",1990-04-08,1990,4,"Sunday",0,6,1820,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,1990-04-08,1990,4,"Sunday",1990-04-08,1990,4,"Sunday",0,6,1820,1
135,"PER","Peru","legislative","lower house","presidentialism",2,-1,9,1992-11-22,1992,11,"Sunday",NA,NA,NA,NA,NA,NA,959,0
135,"PER","Peru","legislative","lower house","presidentialism",1,0,1,1995-04-09,1995,4,"Sunday",1995-04-09,1995,4,"Sunday",0,5,868,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,1995-04-09,1995,4,"Sunday",1995-04-09,1995,4,"Sunday",0,5,1827,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,2000-04-09,2000,4,"Sunday",2000-04-09,2000,4,"Sunday",0,5,1827,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,2000-04-09,2000,4,"Sunday",2000-04-09,2000,4,"Sunday",0,5,1827,1
135,"PER","Peru","legislative","lower house","presidentialism",2,-1,9,2001-04-08,2001,4,"Sunday",2005-04-09,2005,4,"Saturday",-1462,5,364,1
135,"PER","Peru","presidential","presidential","presidentialism",2,-1,9,2001-04-08,2001,4,"Sunday",2005-04-09,2005,4,"Saturday",-1462,5,364,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,2006-04-09,2006,4,"Sunday",2006-04-09,2006,4,"Sunday",0,5,1827,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,2006-04-09,2006,4,"Sunday",2006-04-09,2006,4,"Sunday",0,5,1827,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,2011-04-10,2011,4,"Sunday",2011-04-10,2011,4,"Sunday",0,5,1827,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,2011-04-10,2011,4,"Sunday",2011-04-10,2011,4,"Sunday",0,5,1827,1
135,"PER","Peru","legislative","lower house","presidentialism",1,0,0,2016-04-10,2016,4,"Sunday",2016-04-10,2016,4,"Sunday",0,5,1827,1
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,2016-04-10,2016,4,"Sunday",2016-04-10,2016,4,"Sunday",0,5,1827,1
135,"PER","Peru","legislative","lower house","presidentialism",2,-1,9,2020-01-26,2020,1,"Sunday",2021-04-11,2021,4,"Sunday",-441,5,1386,0
135,"PER","Peru","presidential","presidential","presidentialism",1,0,0,2021-04-11,2021,4,"Sunday",2021-04-11,2021,4,"Sunday",0,5,1827,0
140,"BRA","Brazil","presidential","presidential","presidentialism",3,NA,9,1945-12-02,1945,12,"Sunday",NA,NA,NA,NA,NA,6,NA,0
140,"BRA","Brazil","legislative","lower house","presidentialism",3,NA,1,1947-01-19,1947,1,"Sunday",NA,NA,NA,NA,NA,4,NA,0
140,"BRA","Brazil","legislative","lower house","presidentialism",2,1,9,1950-10-03,1950,10,"Tuesday",1949-12-02,1949,12,"Friday",305,4,1353,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,1950-10-03,1950,10,"Tuesday",1950-10-03,1950,10,"Tuesday",0,5,1766,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1954-10-03,1954,10,"Sunday",1954-10-03,1954,10,"Sunday",0,4,1461,0
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,1955-10-03,1955,10,"Monday",1955-10-03,1955,10,"Monday",0,5,1826,0
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1958-10-03,1958,10,"Friday",1958-10-03,1958,10,"Friday",0,4,1461,0
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,1960-10-03,1960,10,"Monday",1960-10-03,1960,10,"Monday",0,5,1827,0
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1962-10-07,1962,10,"Sunday",1962-10-07,1962,10,"Sunday",0,4,1465,0
140,"BRA","Brazil","legislative","lower house","parliamentarism",2,1,3,1966-11-15,1966,11,"Tuesday",1966-10-07,1966,10,"Friday",39,4,1500,0
140,"BRA","Brazil","legislative","lower house","parliamentarism",1,0,0,1970-11-15,1970,11,"Sunday",1970-11-15,1970,11,"Sunday",0,4,1461,0
140,"BRA","Brazil","legislative","lower house","parliamentarism",1,0,0,1974-11-15,1974,11,"Friday",1974-11-15,1974,11,"Friday",0,4,1461,0
140,"BRA","Brazil","legislative","lower house","parliamentarism",1,0,0,1978-11-15,1978,11,"Wednesday",1978-11-15,1978,11,"Wednesday",0,4,1461,0
140,"BRA","Brazil","legislative","lower house","parliamentarism",1,0,0,1982-11-15,1982,11,"Monday",1982-11-15,1982,11,"Monday",0,4,1461,0
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1986-11-15,1986,11,"Saturday",1986-11-15,1986,11,"Saturday",0,4,1461,0
140,"BRA","Brazil","presidential","presidential","presidentialism",3,NA,1,1989-11-15,1989,11,"Wednesday",NA,NA,NA,NA,NA,5,10635,0
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1990-10-03,1990,10,"Wednesday",1990-10-03,1990,10,"Wednesday",0,4,1418,0
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1994-10-03,1994,10,"Monday",1994-10-03,1994,10,"Monday",0,4,1461,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,1994-10-03,1994,10,"Monday",1994-10-03,1994,10,"Monday",0,5,1783,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,1998-10-04,1998,10,"Sunday",1998-10-04,1998,10,"Sunday",0,4,1462,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,1998-10-04,1998,10,"Sunday",1998-10-04,1998,10,"Sunday",0,4,1462,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2002-10-06,2002,10,"Sunday",2002-10-06,2002,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2002-10-06,2002,10,"Sunday",2002-10-06,2002,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2006-10-01,2006,10,"Sunday",2006-10-01,2006,10,"Sunday",0,4,1456,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2006-10-01,2006,10,"Sunday",2006-10-01,2006,10,"Sunday",0,4,1456,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2010-10-03,2010,10,"Sunday",2010-10-03,2010,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2010-10-03,2010,10,"Sunday",2010-10-03,2010,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2014-10-05,2014,10,"Sunday",2014-10-05,2014,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2014-10-05,2014,10,"Sunday",2014-10-05,2014,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2018-10-07,2018,10,"Sunday",2018-10-07,2018,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2018-10-07,2018,10,"Sunday",2018-10-07,2018,10,"Sunday",0,4,1463,1
140,"BRA","Brazil","legislative","lower house","presidentialism",1,0,0,2022-10-02,2022,10,"Sunday",2022-10-02,2022,10,"Sunday",0,4,1456,1
140,"BRA","Brazil","presidential","presidential","presidentialism",1,0,0,2022-10-02,2022,10,"Sunday",2022-10-02,2022,10,"Sunday",0,4,1456,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",3,NA,9,1947-01-05,1947,1,"Sunday",NA,NA,NA,NA,NA,4,NA,0
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1951-05-06,1951,5,"Sunday",1951-05-06,1951,5,"Sunday",0,4,NA,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1951-05-06,1951,5,"Sunday",1951-05-06,1951,5,"Sunday",0,5,1582,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",3,NA,1,1956-06-17,1956,6,"Sunday",NA,NA,NA,NA,NA,4,1869,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,1,1,1956-06-17,1956,6,"Sunday",1956-05-06,1956,5,"Sunday",42,4,1869,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1958-07-20,1958,7,"Sunday",1958-07-20,1958,7,"Sunday",0,4,763,0
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1960-06-05,1960,6,"Sunday",1960-06-05,1960,6,"Sunday",0,4,686,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1960-06-05,1960,6,"Sunday",1960-06-05,1960,6,"Sunday",0,4,1449,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1962-06-03,1962,6,"Sunday",1962-06-03,1962,6,"Sunday",0,4,728,0
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1964-05-31,1964,5,"Sunday",1964-05-31,1964,5,"Sunday",0,4,728,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1964-05-31,1964,5,"Sunday",1964-05-31,1964,5,"Sunday",0,4,1456,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,3,1966-07-03,1966,7,"Sunday",1968-05-31,1968,5,"Friday",-698,4,763,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,3,1966-07-03,1966,7,"Sunday",1968-05-31,1968,5,"Friday",-698,4,763,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",3,NA,3,1978-07-09,1978,7,"Sunday",NA,NA,NA,NA,NA,4,4389,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,1,3,1978-07-09,1978,7,"Sunday",1970-07-03,1970,7,"Friday",2928,4,4389,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,2,1979-07-01,1979,7,"Sunday",1982-07-09,1982,7,"Friday",-1104,4,357,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,2,1979-07-01,1979,7,"Sunday",1982-07-09,1982,7,"Friday",-1104,4,357,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,3,1980-06-29,1980,6,"Sunday",1983-07-01,1983,7,"Friday",-1097,4,364,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,3,1980-06-29,1980,6,"Sunday",1983-07-01,1983,7,"Friday",-1097,4,364,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,9,1985-07-14,1985,7,"Sunday",1986-10-11,1986,10,"Saturday",-454,4,1841,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,9,1985-07-14,1985,7,"Sunday",1986-10-11,1986,10,"Saturday",-454,4,1841,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1989-05-07,1989,5,"Sunday",1989-05-07,1989,5,"Sunday",0,4,1393,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1989-05-07,1989,5,"Sunday",1989-05-07,1989,5,"Sunday",0,4,1393,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1993-06-06,1993,6,"Sunday",1993-06-06,1993,6,"Sunday",0,4,1491,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1993-06-06,1993,6,"Sunday",1993-06-06,1993,6,"Sunday",0,4,1491,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,1997-06-01,1997,6,"Sunday",1997-06-01,1997,6,"Sunday",0,5,1456,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,1997-06-01,1997,6,"Sunday",1997-06-01,1997,6,"Sunday",0,5,1456,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,2002-06-30,2002,6,"Sunday",2002-06-30,2002,6,"Sunday",0,5,1855,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,2002-06-30,2002,6,"Sunday",2002-06-30,2002,6,"Sunday",0,5,1855,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,9,2005-12-18,2005,12,"Sunday",2007-06-30,2007,6,"Saturday",-559,5,1267,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,9,2005-12-18,2005,12,"Sunday",2007-06-30,2007,6,"Saturday",-559,5,1267,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,-1,1,2009-12-06,2009,12,"Sunday",2011-12-18,2011,12,"Sunday",-742,5,1449,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,1,2009-12-06,2009,12,"Sunday",NA,NA,NA,NA,NA,5,1449,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,2014-10-12,2014,10,"Sunday",2014-10-12,2014,10,"Sunday",0,5,1771,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,2014-10-12,2014,10,"Sunday",2014-10-12,2014,10,"Sunday",0,5,1771,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",1,0,0,2019-10-20,2019,10,"Sunday",2019-10-20,2019,10,"Sunday",0,5,1834,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",1,0,0,2019-10-20,2019,10,"Sunday",2019-10-20,2019,10,"Sunday",0,5,1834,1
145,"BOL","Bolivia","legislative","lower house","presidentialism",2,1,2,2020-10-18,2020,10,"Sunday",2020-05-03,2020,5,"Sunday",168,5,364,1
145,"BOL","Bolivia","presidential","presidential","presidentialism",2,-1,2,2020-10-18,2020,10,"Sunday",2024-10-20,2024,10,"Sunday",-1463,5,364,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",3,NA,1,1948-02-15,1948,2,"Sunday",NA,NA,NA,NA,NA,5,NA,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1948-02-15,1948,2,"Sunday",1948-02-15,1948,2,"Sunday",0,5,NA,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,3,1949-04-17,1949,4,"Sunday",1953-02-15,1953,2,"Sunday",-1400,5,427,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,-1,3,1949-04-17,1949,4,"Sunday",1953-02-15,1953,2,"Sunday",-1400,5,427,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,3,1950-07-16,1950,7,"Sunday",1954-04-17,1954,4,"Saturday",-1371,5,455,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,-1,3,1950-07-16,1950,7,"Sunday",1954-04-17,1954,4,"Saturday",-1371,5,455,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,9,1953-02-15,1953,2,"Sunday",1955-07-16,1955,7,"Saturday",-881,5,945,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,-1,9,1953-02-15,1953,2,"Sunday",1955-07-16,1955,7,"Saturday",-881,5,945,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,-1,3,1954-07-11,1954,7,"Sunday",1958-02-09,1958,2,"Sunday",-1309,5,511,0
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1958-02-09,1958,2,"Sunday",1958-02-09,1958,2,"Sunday",0,5,1820,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1958-02-09,1958,2,"Sunday",1958-02-09,1958,2,"Sunday",0,5,1309,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,9,1960-03-13,1960,3,"Sunday",1963-02-09,1963,2,"Saturday",-1063,5,763,0
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,9,1963-02-10,1963,2,"Sunday",1965-03-13,1965,3,"Saturday",-762,5,1064,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1963-02-10,1963,2,"Sunday",1963-02-10,1963,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1968-02-11,1968,2,"Sunday",1968-02-11,1968,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1968-02-11,1968,2,"Sunday",1968-02-11,1968,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1973-02-11,1973,2,"Sunday",1973-02-11,1973,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1973-02-11,1973,2,"Sunday",1973-02-11,1973,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1978-02-12,1978,2,"Sunday",1978-02-12,1978,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1978-02-12,1978,2,"Sunday",1978-02-12,1978,2,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1983-02-06,1983,2,"Sunday",1983-02-06,1983,2,"Sunday",0,5,1820,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1983-02-06,1983,2,"Sunday",1983-02-06,1983,2,"Sunday",0,5,1820,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1988-02-14,1988,2,"Sunday",1988-02-14,1988,2,"Sunday",0,5,1834,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1988-02-14,1988,2,"Sunday",1988-02-14,1988,2,"Sunday",0,5,1834,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",2,-1,3,1989-05-01,1989,5,"Monday",1993-02-14,1993,2,"Sunday",-1385,5,442,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,-1,3,1989-05-01,1989,5,"Monday",1993-02-14,1993,2,"Sunday",-1385,5,442,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1993-05-09,1993,5,"Sunday",1993-05-09,1993,5,"Sunday",0,5,1469,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",2,1,9,1993-05-09,1993,5,"Sunday",1993-02-14,1993,2,"Sunday",84,5,1469,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,1998-05-10,1998,5,"Sunday",1998-05-10,1998,5,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,1998-05-10,1998,5,"Sunday",1998-05-10,1998,5,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,2003-04-27,2003,4,"Sunday",2003-04-27,2003,4,"Sunday",0,5,1813,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,2003-04-27,2003,4,"Sunday",2003-04-27,2003,4,"Sunday",0,5,1813,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,2008-04-20,2008,4,"Sunday",2008-04-20,2008,4,"Sunday",0,5,1820,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,2008-04-20,2008,4,"Sunday",2008-04-20,2008,4,"Sunday",0,5,1820,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,2013-04-21,2013,4,"Sunday",2013-04-21,2013,4,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,2013-04-21,2013,4,"Sunday",2013-04-21,2013,4,"Sunday",0,5,1827,1
150,"PRY","Paraguay","legislative","lower house","presidentialism",1,0,0,2018-04-22,2018,4,"Sunday",2018-04-22,2018,4,"Sunday",0,5,1827,1
150,"PRY","Paraguay","presidential","presidential","presidentialism",1,0,0,2018-04-22,2018,4,"Sunday",2018-04-22,2018,4,"Sunday",0,5,1827,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1945-03-04,1945,3,"Sunday",1945-03-04,1945,3,"Sunday",0,4,NA,0
155,"CHL","Chile","presidential","presidential","presidentialism",2,-1,4,1946-09-04,1946,9,"Wednesday",1948-02-01,1948,2,"Sunday",-515,6,NA,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1949-03-06,1949,3,"Sunday",1949-03-06,1949,3,"Sunday",0,4,1463,0
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1952-09-04,1952,9,"Thursday",1952-09-04,1952,9,"Thursday",0,6,2192,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1953-03-01,1953,3,"Sunday",1953-03-01,1953,3,"Sunday",0,4,1456,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1957-03-03,1957,3,"Sunday",1957-03-03,1957,3,"Sunday",0,4,1463,0
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1958-09-04,1958,9,"Thursday",1958-09-04,1958,9,"Thursday",0,6,2191,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1961-03-05,1961,3,"Sunday",1961-03-05,1961,3,"Sunday",0,4,1463,0
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1964-09-04,1964,9,"Friday",1964-09-04,1964,9,"Friday",0,6,2192,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1965-03-07,1965,3,"Sunday",1965-03-07,1965,3,"Sunday",0,4,1463,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1969-03-02,1969,3,"Sunday",1969-03-02,1969,3,"Sunday",0,4,1456,0
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1970-09-04,1970,9,"Friday",1970-09-04,1970,9,"Friday",0,6,2191,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1973-03-04,1973,3,"Sunday",1973-03-04,1973,3,"Sunday",0,4,1463,0
155,"CHL","Chile","legislative","lower house","presidentialism",3,NA,1,1989-12-14,1989,12,"Thursday",NA,NA,NA,NA,NA,4,6129,1
155,"CHL","Chile","presidential","presidential","presidentialism",3,NA,1,1989-12-14,1989,12,"Thursday",NA,NA,NA,NA,NA,4,7041,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1993-12-11,1993,12,"Saturday",1993-12-11,1993,12,"Saturday",0,4,1458,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1993-12-11,1993,12,"Saturday",1993-12-11,1993,12,"Saturday",0,4,1458,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,1997-12-11,1997,12,"Thursday",1997-12-11,1997,12,"Thursday",0,4,1461,0
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,1999-12-12,1999,12,"Sunday",1999-12-12,1999,12,"Sunday",0,6,2192,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2001-12-16,2001,12,"Sunday",2001-12-16,2001,12,"Sunday",0,4,1466,0
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2005-12-11,2005,12,"Sunday",2005-12-11,2005,12,"Sunday",0,4,1456,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,2005-12-11,2005,12,"Sunday",2005-12-11,2005,12,"Sunday",0,6,2191,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2009-12-13,2009,12,"Sunday",2009-12-13,2009,12,"Sunday",0,4,1463,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,2009-12-13,2009,12,"Sunday",2009-12-13,2009,12,"Sunday",0,6,1463,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2013-11-17,2013,11,"Sunday",2013-11-17,2013,11,"Sunday",0,4,1435,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,2013-11-17,2013,11,"Sunday",2013-11-17,2013,11,"Sunday",0,4,1435,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2017-11-19,2017,11,"Sunday",2017-11-19,2017,11,"Sunday",0,4,1463,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,2017-11-19,2017,11,"Sunday",2017-11-19,2017,11,"Sunday",0,4,1463,1
155,"CHL","Chile","legislative","lower house","presidentialism",1,0,0,2021-11-21,2021,11,"Sunday",2021-11-21,2021,11,"Sunday",0,4,1463,1
155,"CHL","Chile","presidential","presidential","presidentialism",1,0,0,2021-11-21,2021,11,"Sunday",2021-11-21,2021,11,"Sunday",0,4,1463,1
160,"ARG","Argentina","legislative","lower house","presidentialism",2,1,3,1946-02-24,1946,2,"Sunday",1944-03-01,1944,3,"Wednesday",725,2,NA,1
160,"ARG","Argentina","presidential","presidential","presidentialism",2,1,3,1946-02-24,1946,2,"Sunday",1943-09-05,1943,9,"Sunday",903,6,NA,1
160,"ARG","Argentina","legislative","lower house","presidentialism",1,0,0,1948-03-07,1948,3,"Sunday",1948-03-07,1948,3,"Sunday",0,2,742,0
160,"ARG","Argentina","legislative","lower house","presidentialism",2,-1,9,1951-11-11,1951,11,"Sunday",1952-03-07,1952,3,"Friday",-117,2,1344,1
160,"ARG","Argentina","presidential","presidential","presidentialism",2,-1,1,1951-11-11,1951,11,"Sunday",1952-02-24,1952,2,"Sunday",-105,6,2086,1
160,"ARG","Argentina","legislative","lower house","presidentialism",2,-1,9,1954-04-25,1954,4,"Sunday",1957-11-11,1957,11,"Monday",-1296,2,896,0
160,"ARG","Argentina","legislative","lower house","presidentialism",2,1,1,1958-02-23,1958,2,"Sunday",1956-04-25,1956,4,"Wednesday",669,2,1400,1
160,"ARG","Argentina","presidential","presidential","presidentialism",3,NA,9,1958-02-23,1958,2,"Sunday",NA,NA,NA,NA,NA,6,2296,1
160,"ARG","Argentina","legislative","lower house","presidentialism",1,0,0,1960-03-27,1960,3,"Sunday",1960-03-27,1960,3,"Sunday",0,2,763,0
160,"ARG","Argentina","legislative","lower house","presidentialism",1,0,0,1962-03-18,1962,3,"Sunday",1962-03-18,1962,3,"Sunday",0,2,721,0
160,"ARG","Argentina","legislative","lower house","presidentialism",2,-1,3,1963-07-07,1963,7,"Sunday",1964-03-18,1964,3,"Wednesday",-255,2,476,1
160,"ARG","Argentina","presidential","presidential","presidentialism",3,NA,9,1963-07-07,1963,7,"Sunday",NA,NA,NA,NA,NA,6,1960,1
160,"ARG","Argentina","legislative","lower house","presidentialism",1,0,0,1965-03-14,1965,3,"Sunday",1965-03-14,1965,3,"Sunday",0,2,616,0
160,"ARG","Argentina","legislative","lower house","presidentialism",2,1,3,1973-03-11,1973,3,"Sunday",1967-03-14,1967,3,"Tuesday",2189,2,2919,1
160,"ARG","Argentina","presidential","presidential","presidentialism",3,NA,3,1973-03-11,1973,3,"Sunday",NA,NA,NA,NA,NA,4,3535,1
